,total_fluid,true_vertical_depth,OilPeakRate,bin_lateral_length,frac_fluid_intensity,ffs_frac_type_Linear Only,ffs_frac_type_Slickwater Crosslink Hybrid,ffs_frac_type_Slickwater Linear Hybrid,ffs_frac_type_Slickwater Only,ffs_frac_type_Undefined,relative_well_position_Outer Well,relative_well_position_Standalone Well,relative_well_position_Unknown,batch_frac_classification_Batch-Sequential Frac,batch_frac_classification_Non-Batch Frac,batch_frac_classification_Unknown,well_family_relationship_Sibling Well,well_family_relationship_Standalone Well,well_family_relationship_Unknown,gross_perforated_length_bins
1356,926611.1791,8183.070866,108.892874,1.0,237.7366056,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1358,3193403.494,4880.905511999999,109.9762075,1.0,619.1789981000001,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1359,1465624.87,7998.031496,139.4166882,1.5,216.8134635,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1360,89581.15672,7531.496063,47.05953109,1.0,23.50579939,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1361,1754126.783,9708.661417,110.8028743,1.5,273.72029060000006,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
1362,881667.0769,7401.574803,89.57144243,1.0,218.8550575,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1363,935557.6329,8876.968504,140.5833551,1.0,250.4681304,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1364,863874.9194,5766.732282999999,14.63889115,1.0,213.3439276,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1365,875471.5045,8357.283465,140.6547837,1.0,221.7046482,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1366,504320.2566,8644.685039,138.6512119,1.0,131.3818925,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1368,2545259.0840000003,7984.251969,261.60718330000003,1.0,592.9794152000001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1369,1769092.774,7747.047243999999,168.250026,1.0,446.5585735,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1370,1426012.399,10081.69291,511.154841,1.0,359.60004910000004,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1371,1207842.854,9712.598425,97.1871579,1.0,229.8068051,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1372,1727211.767,10384.84252,146.9762132,1.0,427.90713380000005,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1373,617504.5956,7529.527559,186.4286003,1.0,163.5091658,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1374,508632.5787,7932.086614,186.595267,1.0,115.6604073,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
1375,4241764.609,10376.9685,216.7619383,1.0,1016.183174,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1376,943089.896,7900.590551,174.0000269,1.0,223.8736762,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1377,45927.2452,7824.80315,65.28572439,1.0,13.43953949,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1378,444571.0688,8674.212598,99.70239638,1.0,125.467835,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1379,434306.7458,9853.346457,156.3839528,1.0,114.3149362,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1380,585697.8525,7538.385826999999,82.54763182,1.0,138.1953131,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1381,880867.3506,7517.716535,123.5833525,1.0,209.838506,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1383,583311.5903,8300.19685,181.1666947,1.0,153.13813330000002,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1384,516165.5799,8318.897638,96.82144356,1.0,125.1609139,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1385,526643.5815,7537.401575,161.13851699999998,1.0,130.3776508,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1386,531092.0822,7678.149606,151.24803930000002,1.0,132.3821284,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1387,1367069.2119999998,7632.874016,381.4881543,1.0,332.68079500000005,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1388,1390571.644,10155.51181,287.8044663,1.0,312.0876497,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1389,1397407.145,10171.25984,193.6314075,1.0,325.8585401,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1390,498065.6366,7203.740156999999,55.70159592,1.0,118.8432801,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1391,1327789.991,7730.314961,174.92859850000002,1.0,216.2954355,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
1392,767618.0593,6928.149606,78.5833455,1.0,174.35724309999998,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1393,581825.4353,8326.771654,19.97619357,1.0,160.76547250000002,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1394,980333.4493,7504.921259999999,73.25001134,1.0,286.7066162,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1395,675497.8545,7283.464567,197.0119353,1.0,164.8188809,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1397,614806.8571,9661.417323,136.0063703,1.0,137.2843443,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1398,910181.5456,10325.7874,82.36739370000001,1.0,191.498126,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1399,927254.7983,8329.724409,195.8905065,1.0,224.7354187,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1400,1241273.037,10781.49606,231.27384530000003,1.0,303.0113902,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1401,914810.1416,7521.653543,74.69048775,1.0,220.0395606,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1402,1143246.963,8361.220471999999,379.0119634,1.0,280.36179439999995,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1403,981130.5923,8334.645669,292.1667119,1.0,246.2521447,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1404,1030595.159,7921.259843000001,168.13812130000002,1.0,228.8709688,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1405,815098.6261,10888.77953,214.8103507,1.0,161.2108632,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1406,910268.6409,8475.393701,505.964364,1.0,223.6597193,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1407,1868799.123,8523.622047,290.975004,1.0,470.4410081,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1408,937533.5141,7681.102362,233.2738456,1.0,220.1372892,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1409,639194.6346,7095.472441,241.9722597,1.0,142.1365176,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1410,516289.5799,8303.149606,101.2262061,1.0,133.2360206,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1411,966781.6496,8729.330709,90.60715688,1.0,225.4418536,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1412,1373694.355,9115.15748,231.9710676,1.5,193.0125107,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
1413,625083.3586,9735.23622,158.2230404,1.0,137.67281430000003,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1414,1084979.501,7844.488189,126.460337,1.0,250.19046150000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,976693.5321,7868.110235999999,134.49327480000002,1.0,251.9219672,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1416,1565748.242,7479.330709000001,549.9179422,2.0,165.93305669999998,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1417,779200.6206,7593.503937,144.61748269999998,1.0,194.75223380000003,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1418,2348737.506,10126.9685,321.2313989,1.0,553.7984002000001,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1419,869441.6346,7659.448819,116.4345418,1.0,276.9130723,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1420,628206.2401,5347.440945,133.6690683,1.0,156.7815131,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1421,652844.601,8405.511811,140.8452599,1.0,175.0105843,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1422,1792193.6819999998,9932.086614,93.48810971,1.0,398.6140064,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1423,1050527.055,9077.755906,315.8433028,1.0,181.6432077,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
1424,3817657.234,10053.14961,24.54762285,1.0,960.0840964,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1425,556853.0862,8370.07874,191.3571725,1.0,144.73336799999998,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1426,804436.8388,3201.771654,47.35715019,1.0,192.670398,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1427,668465.282,3184.055118,62.66667637,1.0,161.2442371,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1428,3469427.537,8972.440945,387.2663298,1.0,785.7642392999999,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1429,588890.1149,8508.858268,251.4137294,1.0,159.50742649999998,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1430,523853.5811,6951.771654000001,161.43375509999998,1.0,138.49472769999997,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1431,1336934.993,10173.22835,285.9135363,1.0,307.8707961,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1432,584338.2809,7816.929134,26.04422172,1.0,167.0007576,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1433,724596.3264,7796.259843000001,100.1190631,1.0,191.2181474,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1434,531092.0822,7856.299212999999,120.0195764,1.0,142.8997764,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1435,2477582.383,7889.763779999999,77.22620243,1.0,594.1051927,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1436,728286.8032,7885.826771999999,40.95199046,1.0,163.26994530000002,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1437,808557.6251,8615.15748,221.7262248,1.0,188.3729757,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1438,967045.1497,7797.244094,95.10885826,1.0,242.9569417,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1439,717991.1111,8276.574803,165.7976447,1.0,173.2317665,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1440,1682928.26,8013.779528,365.1905327,1.0,410.5294388,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
1441,1555729.336,7895.669290999999,223.5476536,1.0,368.87304680000005,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1442,1072218.571,9119.094488,100.0566014,1.0,331.6207208,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1443,2461759.464,10251.9685,359.96910330000003,1.0,564.9757433,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1444,2077228.393,8433.070866,73.05953512,1.0,448.2718877,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1445,577189.0893,7261.811024,24.23413073,1.0,156.33807380000002,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1446,1847976.346,10200.7874,289.7639337,1.5,265.1898259,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1447,740658.7575,8252.952756,151.58335680000002,1.0,187.7049882,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
1448,648768.1004,8643.700787,213.7500331,1.0,152.7220551,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1449,1502612.304,9104.330709,65.31036725,1.0,308.6020014,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1450,871848.9325,3016.732283,98.48811048,1.0,206.4798404,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1451,855742.5848,8174.212598,146.2381179,1.0,206.9589303,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1452,574933.839,8606.299213,73.65137194,1.0,137.79966509999997,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1454,1557889.741,10387.79528,248.83337180000004,1.0,391.8831337,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1455,781363.9781,4357.283465,45.59524515,1.0,193.4370862,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1456,1940878.562,8758.858268,140.9885139,1.0,489.6778295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1457,2243672.954,8747.047244,102.34525390000002,1.0,527.3124501,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1458,761217.6654,8100.393701000001,57.22699298,1.0,176.9787524,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1459,592948.1632,7779.527559,153.6905,1.0,148.822958,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1460,979437.4016,7187.992126,122.8190666,1.0,246.9864483,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1461,1150507.976,7584.645668999999,96.13096726,1.0,301.8894895,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1462,1148678.606,7969.488189,57.95238992,1.0,301.409469,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1463,896334.8768,7650.590551,51.67897625,1.0,202.2376715,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1464,1368561.64,4948.818898,55.1666752,1.0,331.0615778,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1465,623618.6084,8216.535433,93.76191927,1.0,163.3401666,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1466,2464137.608,10548.22835,178.7912975,1.0,547.8257788,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1467,1021730.634,8671.259843,262.0714691,1.0,266.9267998,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1468,1055875.663,8484.251968999999,231.53575010000003,1.0,237.8646727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1469,1184380.279,8482.283465,188.5714578,1.0,274.1071442,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1470,540810.5837,7019.685039,67.47620092,1.0,135.9049105,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1471,2276879.126,9195.866142,209.5120562,1.0,467.2407983,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1472,701193.5371,8173.228345999999,55.39405619,1.0,183.1865862,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1473,708918.8121,8939.96063,588.1429482000001,1.0,159.9870087,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1474,552526.7403,7380.905512,120.0512091,1.0,128.1367651,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1475,570870.6241,7365.15748,133.93970330000002,1.0,131.10410349999998,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1476,3467339.6500000004,7375.0,36.04365637,1.0,570.8121912,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1477,1649445.6719999998,8020.669290999999,147.9758166,1.0,400.7261604,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1478,1967251.447,7992.125984,187.70241,1.0,480.4633342,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1479,2629806.062,7708.661417,342.7714816,1.5,412.83729280000006,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1480,697311.1555,7239.173228000001,277.58975380000004,1.0,164.5304538,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1481,1533267.618,7405.511811,392.5833941,1.0,346.4086947,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1482,1926014.798,8676.181102,210.8452707,1.0,464.5847661,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1483,1423156.3390000002,4204.724409,183.166695,1.0,334.937883,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1484,1329834.146,4759.84252,86.82144201,1.0,346.4388443,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1485,750590.9376,7643.700787000001,169.552804,1.0,168.6795825,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1486,1794864.48,8164.370079,166.3333591,1.0,439.5233338000001,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1487,1029265.85,7079.724409,407.4286345,1.0,223.399723,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1488,653782.3512,8022.637795000001,49.45238861,1.0,151.2048415,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1489,1187121.565,7362.204723999999,125.7262099,1.0,263.92024280000004,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1490,513947.6033,7449.80315,197.1309829,1.0,118.1916625,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1491,1454221.296,7903.543306999999,301.46433239999993,1.0,349.53603910000004,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1492,867676.8486,8126.968504,269.7000417,1.0,201.4533085,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1493,835899.2603,9724.409449,98.93651531,1.5,125.4466246,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
1494,1013367.276,7902.559055,224.710494,1.0,245.7234254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1495,1020623.86,7773.622047,134.6666875,1.0,252.8538996,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1496,551335.0853,7331.692913,28.0119091,1.0,144.9680245,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1497,732767.7801,7615.15748,192.7619346,1.0,199.4887633,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1498,1077944.345,7625.0,168.3780022,1.0,245.7790518,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1499,472856.3589,7808.070866,16.79166927,1.0,121.0131135,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1500,1720019.7659999998,7918.307087,157.9047863,1.0,434.7114633000001,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1501,541491.1076,5874.015748,101.130968,1.0,201.5219653,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1502,1204665.353,7791.338583,42.23810177,1.0,308.2972289,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1503,599991.4381,7346.456693000001,90.84525215,1.0,146.6774064,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1504,758071.1649,2988.1889760000004,77.67858345,1.0,182.59845980000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1505,1111799.672,7978.346457,134.9166875,1.0,260.4538775,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1506,1036187.708,8768.700787,111.4646998,1.0,261.102855,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1507,1128484.318,9095.472441,78.09417875,1.0,231.5774725,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1508,1447724.95,9269.685039,335.0162083,1.5,189.425441,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1509,508384.5787,7286.417323000001,58.01956679999999,1.0,128.4552927,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1510,521885.0808,8067.913386,117.6071611,1.0,118.9134878,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1511,1025012.206,8186.023622,124.6190669,1.0,255.2481376,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1512,1211238.461,7234.251969,203.6747764,1.0,267.8168176,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1513,263053.124,7391.732282999999,64.17739088,1.0,69.92725642,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1514,1456384.654,2486.220472,29.29762358,1.0,352.306383,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1515,1586966.269,6791.338583,62.47620015,1.0,378.8434515,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1516,506602.0784,7435.03937,89.38096621,1.0,129.71464509999998,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1517,1461727.726,10532.48031,131.5952585,1.0,379.2429443,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1518,1782500.2759999998,10383.85827,123.6678763,1.0,402.8070018,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1519,543709.0841,7942.913386,100.815917,1.0,137.8608509,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1520,1125851.531,7636.811024,161.4583583,1.0,262.65560409999995,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1521,8201779.768999999,7966.535433,271.01194669999995,2.0,876.5129111,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1522,4468759.192,7926.181102,276.1786142,2.0,482.8522109000001,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1523,3368166.021,8071.850394,242.10718030000004,1.5,473.31351,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
1524,3286620.509,7937.007874,271.668296,1.5,482.753569,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1525,6778786.549,8034.448819,508.6072216,2.0,723.3743445,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1526,6932143.573,7954.724409,457.25007080000006,2.0,724.7435552999999,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1527,553985.5857,7516.732282999999,160.2500248,1.0,140.15173180000002,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1528,589387.5912,7923.228345999999,115.1190654,1.0,143.3264224,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1529,1675706.736,6995.078740000001,29.20238547,1.0,418.5147599,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1530,1088135.597,9091.535433,146.89287990000005,1.0,292.8598057,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1531,1067223.1409999998,7884.84252,24.19722597,1.0,245.7055771,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1532,1176674.932,7837.598425,59.15477106,1.0,285.4588661,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1533,1563218.051,7422.244094,79.86905998,1.0,365.8672058,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1534,3467339.6500000004,9637.795276,143.5357365,1.0,570.8121912,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1535,943097.646,7798.228345999999,114.3678748,1.0,221.7512632,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1536,512476.5793,8057.086614,185.1696715,1.0,125.012294,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1537,3914993.558,7683.070866,312.369096,2.0,422.7028114,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
1538,521420.0807,7752.952756000001,99.51106982,1.0,128.0857838,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1539,1697380.167,7413.385826999999,98.65874543,1.0,401.61580110000006,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1541,1685682.094,2430.1181100000003,29.67857602,1.0,371.1057438,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1542,1664080.627,7226.377953,34.54762439,1.0,378.4032938,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1543,4700528.513,7773.622047,342.2262434,2.0,503.6634644,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
1544,750832.6638,9606.299213,146.7976418,1.0,146.279192,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1545,863901.1218,11040.35433,87.48810878,1.0,154.0947226,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
1546,866543.1341,9709.645669,189.0000293,1.0,153.595224,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
1547,1049969.793,8703.740157,196.2500304,1.0,235.38599080000003,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1548,1901752.866,7636.811024,223.8214632,1.0,442.957568,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1549,1633717.5980000002,9010.826772,284.0952821,2.5,129.7675772,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2
1550,1943559.325,7755.905512,75.24618511,1.0,478.58852980000006,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1551,855068.7038,6869.094488,232.8567821,1.0,196.6832246,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1552,595610.1041,7007.874016,440.0834014,1.0,131.18141459999998,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1553,1296568.558,8656.496062999999,199.6309833,1.0,321.2960133,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1554,2007478.013,8820.866142,259.182183,1.0,495.6494924,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1555,1637072.61,4940.944882,73.44048756,1.0,390.4379747,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1556,833585.7004,4946.850394,165.4317716,1.0,203.3428743,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1557,1223221.07,10232.28346,233.7500362,1.0,281.6846345,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1558,648169.136,7202.755906,211.1547946,1.0,147.5554206,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1559,755843.5932,8951.771654,424.1786371,1.0,139.3462331,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1560,545817.0845,7792.322834999999,236.585921,1.0,134.2411421,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1561,1721174.5159999998,8395.669291,374.4286294,1.0,423.9304991,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1562,1630313.871,8571.850394,421.009589,1.0,377.3118208,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1563,863993.0147,6350.393701,58.97381865,1.0,216.4776579,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1564,1979854.425,8134.84252,152.9766247,1.0,458.834876,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1565,1958768.517,6622.047243999999,60.51063862,1.0,437.5788948,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1566,948230.7301,7275.590551,236.14831830000003,1.0,235.78130730000004,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1567,1157718.429,10242.12598,218.6547957,1.0,284.6664869,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1568,767642.0474,7194.881890000001,188.04693390000003,1.0,228.7168094,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1569,1111010.279,7019.685039,374.8171215,1.0,259.6104976,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1570,1042346.376,7247.047243999999,97.21430076,1.0,260.522489,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1572,904546.5567,8985.23622,363.55958010000006,1.0,154.6910119,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1573,2066037.391,7750.0,253.9786107,1.0,526.220604,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1574,3467339.6500000004,5871.062992,68.91350273,1.0,570.8121912,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1575,2031597.862,10224.40945,290.8571879,1.0,508.6504258000001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1576,825061.4372,8015.748031,56.53810399,1.0,213.8424541,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1577,1224787.678,7199.80315,33.54762424,1.0,276.4684027,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
1578,991375.7249,7895.669290999999,170.5000264,1.0,233.5352971,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1579,1410860.04,8358.267717,108.0595405,1.0,353.0625124,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1580,506555.5784,6812.992126,88.48533115,1.0,115.3688562,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1581,751796.6163,7750.0,114.9523987,1.0,169.7389694,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1582,1347469.459,7809.055118000001,281.6429007,1.0,321.3683028,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1583,531041.8917,6937.007874,255.273849,1.0,138.343221,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
